bnf_key,bnf_code_branded,bnf_name_branded,drug_dressing_appliances_branded,form_branded,dosage_branded,chem_name_branded,nic_sum_branded,items_sum_branded,nic_per_item_branded,bnf_code_generic,bnf_name_generic,drug_dressing_appliances_generic,form_generic,dosage_generic,chem_name_generic,nic_sum_generic,items_sum_generic,nic_per_item_generic,diff_branded_to_generic
090401000A0,090401000BBRPA0,PKU Lophlex LQ_20 Liq (6 Flav),PKU Lophlex LQ,20,Liq (6 Flav),Other Food For Special Diet Preps,6822.9,15,454.85999999999996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0904010H0AA,0904010H0BDANAA,Juvela_G/F Fresh Roll Wte,Juvela,G/F,Fresh Roll Wte,Gluten Free Bread,366.86,15,24.457333333333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
090402000A0,090402000BBVBA0,Nutricrem_Dessert (Vanilla),Nutricrem,Dessert,(Vanilla),Enteral Nutrition,613.74,15,40.916000000000004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0905022C0AA,0905022C0BBAAAA,Phosex_Tab 1g (250mg Calc),Phosex,Tab,1g (250mg Calc),Calcium Acetate,169.34,15,11.289333333333333,0905022C0AAAAAA,Calc Acet_Tab 1g,Calc Acet,Tab,1g,Calcium Acetate,1454.28,136,10.693235294117647,0.5960980392156863
0905030G0BC,0905030G0BEAIBC,Fluorigard Daily_Dental Rinse 0.05% A/F,Fluorigard Daily,Dental,Rinse 0.05% A/F,Sodium Fluoride,82.99000000000001,15,5.5326666666666675,0905030G0AABCBC,Sod Fluoride_Mthwsh 0.05% S/F,Sod Fluoride,Mthwsh,0.05% S/F,Sodium Fluoride,103.92,40,2.598,2.9346666666666676
091000000A0,091000000BBTPA0,PreserVision_Tab,PreserVision,Tab,NA,Other Comp Vit/Mineral Formulation Preps,129.44,15,8.629333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1001022K0AE,1001022K0BBAEAE,Depo-Medrone_Inj 40mg/ml 3ml Vl,Depo-Medrone,Inj,40mg/ml 3ml Vl,Methylprednisolone Acetate,143.20000000000002,15,9.546666666666669,1001022K0AAAEAE,Methylpred Acet_Inj 40mg/ml 3ml Vl,Methylpred Acet,Inj,40mg/ml 3ml Vl,Methylprednisolone Acetate,116.48,11,10.58909090909091,-1.0424242424242411
1108010K0AY,1108010K0BBAAAY,Minims_Sod Chlor 0.9% Ud,Minims,Sod,Chlor 0.9% Ud,Sodium Chloride,787.58,15,52.50533333333333,1108010K0AAAYAY,Sod Chlor_Eye Dps 0.9% 0.5ml Ud P/F,Sod Chlor,Eye,Dps 0.9% 0.5ml Ud P/F,Sodium Chloride,816.56,32,25.5175,26.987833333333334
130201000A0,130201000BBAIA0,Lipobase_Crm,Lipobase,Crm,NA,Other Emollient Preps,124.1,15,8.273333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1302010U0AK,1302010U0BGAEAK,Eucerin_Dry Skin Relief Face Crm 5%,Eucerin,Dry,Skin Relief Face Crm 5%,Urea,184.44,15,12.296,1302010U0AAAKAK,Urea_Crm 5%,Urea,Crm,5%,Urea,549.83,47,11.698510638297874,0.5974893617021255
1306010F0AD,1306010F0BCAAAD,Zindaclin_Gel 1%,Zindaclin,Gel,1%,Clindamycin Phosphate,155.88,15,10.392,1306010F0AAADAD,Clindamycin Phos_Gel 1%,Clindamycin Phos,Gel,1%,Clindamycin Phosphate,692.8,68,10.188235294117646,0.20376470588235307
1310020L0AA,1310020L0BBAAAA,Nizoral_Crm 2%,Nizoral,Crm,2%,Ketoconazole,67.84,15,4.522666666666667,1310020L0AAAAAA,Ketoconazole_Crm 2%,Ketoconazole,Crm,2%,Ketoconazole,1437.3600000000001,271,5.303911439114391,-0.7812447724477245
1310040V0AA,1310040V0BBAAAA,Hedrin_Lot 4%,Hedrin,Lot,4%,Dimeticone (Parasiticidal),148.16,15,9.877333333333333,1310040V0AAAAAA,Dimeticone_Lot 4%,Dimeticone,Lot,4%,Dimeticone (Parasiticidal),114.6,21,5.457142857142857,4.420190476190475
1311020L0AI,1311020L0BNABAI,Hydrex_Surg Scrub,Hydrex,Surg,Scrub,Chlorhexidine Gluconate,94.03,15,6.268666666666666,1311020L0AAAIAI,Chlorhex Glucon_Soln 4%,Chlorhex Glucon,Soln,4%,Chlorhexidine Gluconate,1881.6,317,5.935646687697161,0.33301997896950564
0101021B0AM,0101021B0BEAJAM,Gaviscon_Liq Sach 10ml (Peppermint) S/F,Gaviscon,Liq,Sach 10ml (Peppermint) S/F,Alginic Acid Compound Preparations,105.55,14,7.539285714285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0103050P0AE,0103050P0BBABAE,Losec_Cap E/C 40mg,Losec,Cap,E/C 40mg,Omeprazole,734.8,14,52.48571428571428,0103050P0AAAEAE,Omeprazole_Cap E/C 40mg,Omeprazole,Cap,E/C 40mg,Omeprazole,7441.59,3531,2.10750212404418,50.3782121616701
0104020L0AA,0104020L0BBAHAA,Imodium Classic_Cap 2mg,Imodium Classic,Cap,2mg,Loperamide Hydrochloride,300.27,14,21.447857142857142,0104020L0AAAAAA,Loperamide HCl_Cap 2mg,Loperamide HCl,Cap,2mg,Loperamide Hydrochloride,11511.8,6269,1.8363056308821182,19.611551511975023
0105020B0AA,0105020B0BBAAAA,Colifoam_Foam Aero Enem 10% 20.8g (14 D),Colifoam,Foam,Aero Enem 10% 20.8g (14 D),Hydrocortisone Acetate,261.24,14,18.66,0105020B0AAAAAA,Hydrocort Acet_Foam Aero Enem 10% (14 D),Hydrocort Acet,Foam,Aero Enem 10% (14 D),Hydrocortisone Acetate,149.28,10,14.928,3.7319999999999993
0105040A0AA,0105040A0BBAAAA,Nalcrom_Cap 100mg,Nalcrom,Cap,100mg,Sodium Cromoglicate,1070.47,14,76.46214285714287,0105040A0AAAAAA,Sod Cromoglicate_Cap 100mg,Sod Cromoglicate,Cap,100mg,Sodium Cromoglicate,4015.27,56,71.70125,4.7608928571428635
0202040B0AB,0202040B0BBABAB,Frumil L.S._Tab 20mg/2.5mg,Frumil L.S.,Tab,20mg/2.5mg,Co-Amilofruse (Amiloride HCl/Frusemide),32.400000000000006,14,2.3142857142857145,0202040B0AAABAB,Co-Amilofruse_Tab 2.5mg/20mg,Co-Amilofruse,Tab,2.5mg/20mg,Co-Amilofruse (Amiloride HCl/Frusemide),4196.43,564,7.440478723404256,-5.126193009118541
0204000H0AL,0204000H0BFAEAL,Cardicor_Tab 7.5mg,Cardicor,Tab,7.5mg,Bisoprolol Fumarate,78.2,14,5.585714285714286,0204000H0AAALAL,Bisoprolol Fumar_Tab 7.5mg,Bisoprolol Fumar,Tab,7.5mg,Bisoprolol Fumarate,2617.73,3526,0.7424078275666478,4.843306458147638
0204000I0AE,0204000I0BCADAE,Trandate_Tab 400mg,Trandate,Tab,400mg,Labetalol Hydrochloride,228.4,14,16.314285714285713,0204000I0AAAEAE,Labetalol HCl_Tab 400mg,Labetalol HCl,Tab,400mg,Labetalol Hydrochloride,923.51,43,21.476976744186047,-5.1626910299003335
0205051H0AA,0205051H0BBAAAA,Innozide_Tab,Innozide,Tab,NA,Enalapril Maleate with Diuretic,250.20000000000002,14,17.871428571428574,0205051H0AAAAAA,Enalapril/Hydchloroth_Tab 20mg/12.5mg,Enalapril/Hydchloroth,Tab,20mg/12.5mg,Enalapril Maleate with Diuretic,2462.6,69,35.689855072463764,-17.81842650103519
0205052I0AA,0205052I0BBAAAA,Aprovel_Tab 75mg,Aprovel,Tab,75mg,Irbesartan,271.32,14,19.38,0205052I0AAAAAA,Irbesartan_Tab 75mg,Irbesartan,Tab,75mg,Irbesartan,3899.2799999999997,1372,2.8420408163265303,16.53795918367347
0206010K0AC,0206010K0BDAAAC,Ismo 20_Tab 20mg,Ismo 20,Tab,20mg,Isosorbide Mononitrate,62.35,14,4.453571428571428,0206010K0AAACAC,Isosorbide Mononit_Tab 20mg,Isosorbide Mononit,Tab,20mg,Isosorbide Mononitrate,1720.83,2187,0.7868449931412894,3.6667264354301388
0206020L0AB,0206020L0BBABAB,Zanidip_Tab 20mg,Zanidip,Tab,20mg,Lercanidipine Hydrochloride,173.12,14,12.365714285714287,0206020L0AAABAB,Lercanidipine HCl_Tab 20mg,Lercanidipine HCl,Tab,20mg,Lercanidipine Hydrochloride,15028.16,4141,3.629113740642357,8.73660054507193
0206020T0AU,0206020T0BMADAU,Vera-Til SR_Tab 120mg (Actavis),Vera-Til SR,Tab,120mg (Actavis),Verapamil Hydrochloride,167.52,14,11.965714285714286,0206020T0AAAUAU,Verapamil HCl_Tab 120mg M/R,Verapamil HCl,Tab,120mg M/R,Verapamil Hydrochloride,5258.67,453,11.608543046357616,0.3571712393566706
0208010D0AA,0208010D0BBAAAA,Clexane_Inj 100mg/ml 0.2ml Pfs,Clexane,Inj,100mg/ml 0.2ml Pfs,Enoxaparin,312.91999999999996,14,22.351428571428567,0208010D0AAAAAA,Enoxaparin_Inj 100mg/ml 0.2ml Pfs,Enoxaparin,Inj,100mg/ml 0.2ml Pfs,Enoxaparin,548.62,10,54.862,-32.51057142857144
0212000Y0AA,0212000Y0BBAAAA,Zocor_Tab 10mg,Zocor,Tab,10mg,Simvastatin,180.32,14,12.879999999999999,0212000Y0AAAAAA,Simvastatin_Tab 10mg,Simvastatin,Tab,10mg,Simvastatin,3188.1,5457,0.5842221000549752,12.295777899945024
0402010ABAY,0402010ABBBAKAY,Seroquel XL_Tab 400mg,Seroquel XL,Tab,400mg,Quetiapine,927.42,14,66.24428571428571,0402010ABAAAYAY,Quetiapine_Tab 400mg M/R,Quetiapine,Tab,400mg M/R,Quetiapine,11336.39,143,79.27545454545454,-13.031168831168827
0402010ABBA,0402010ABBBALBA,Seroquel XL_Tab 150mg,Seroquel XL,Tab,150mg,Quetiapine,390.22,14,27.872857142857146,0402010ABAABABA,Quetiapine_Tab 150mg M/R,Quetiapine,Tab,150mg M/R,Quetiapine,3998.2799999999997,91,43.93714285714285,-16.064285714285706
0404000V0AC,0404000V0BBACAC,Intuniv_Tab 1mg M/R,Intuniv,Tab,1mg M/R,Guanfacine,952,14,68,0404000V0AAACAC,Guanfacine_Tab 1mg M/R,Guanfacine,Tab,1mg M/R,Guanfacine,812,9,90.22222222222223,-22.22222222222223
040702040AA,040702040BBAAAA,Zydol_Cap 50mg,Zydol,Cap,50mg,Tramadol Hydrochloride,157.35,14,11.239285714285714,040702040AAAAAA,Tramadol HCl_Cap 50mg,Tramadol HCl,Cap,50mg,Tramadol Hydrochloride,55587.02,22710,2.4476891237340377,8.791596590551677
0407020Q0DU,0407020Q0BIACDU,MXL_Cap 90mg,MXL,Cap,90mg,Morphine Sulfate,148.79,14,10.627857142857142,0407020Q0AADUDU,Morph Sulf_Cap 90mg M/R,Morph Sulf,Cap,90mg M/R,Morphine Sulfate,88.16,2,44.08,-33.45214285714286
0408010ADAB,0408010ADBBABAB,Zonegran_Cap 25mg,Zonegran,Cap,25mg,Zonisamide,461.16,14,32.940000000000005,0408010ADAAABAB,Zonisamide_Cap 25mg,Zonisamide,Cap,25mg,Zonisamide,2495.9,96,25.998958333333334,6.9410416666666706
0408010G0AB,0408010G0BBABAB,Neurontin_Cap 300mg,Neurontin,Cap,300mg,Gabapentin,1075.28,14,76.80571428571429,0408010G0AAABAB,Gabapentin_Cap 300mg,Gabapentin,Cap,300mg,Gabapentin,94748.65,17894,5.294995529227673,71.51071875648661
0408010W0BT,0408010W0BBASBT,Epilim Chronosphere_Gran Sach 1000mg M/R,Epilim Chronosphere,Gran,Sach 1000mg M/R,Sodium Valproate,598,14,42.714285714285715,0408010W0AABTBT,Sod Valpr_Gran Sach 1g M/R S/F,Sod Valpr,Gran,Sach 1g M/R S/F,Sodium Valproate,72.3,3,24.099999999999998,18.614285714285717
0409010A0AX,0409010A0BCACAX,APO-go PEN_Inj 10mg/ml 3ml Pf Pen,APO-go PEN,Inj,10mg/ml 3ml Pf Pen,Apomorphine Hydrochloride,3469.48,14,247.82,0409010A0AAAXAX,Apomorph HCl_Inj 10mg/ml 3ml Pf Pen,Apomorph HCl,Inj,10mg/ml 3ml Pf Pen,Apomorphine Hydrochloride,1858.6499999999999,8,232.33124999999998,15.48875000000001
0409010H0AS,0409010H0BIADAS,Ipinnia XL_Tab 6mg,Ipinnia XL,Tab,6mg,Ropinirole Hydrochloride,241.84,14,17.274285714285714,0409010H0AAASAS,Ropinirole HCl_Tab 6mg M/R,Ropinirole HCl,Tab,6mg M/R,Ropinirole Hydrochloride,612.8,36,17.022222222222222,0.2520634920634919
0409010W0AE,0409010W0BEAAAE,Pipexus_Tab 0.26mg M/R,Pipexus,Tab,0.26mg M/R,Pramipexole,283.85,14,20.275000000000002,0409010W0AAAEAE,Pramipexole_Tab 260mcg M/R,Pramipexole,Tab,260mcg M/R,Pramipexole,804.79,59,13.64050847457627,6.634491525423732
0409010W0AG,0409010W0BEADAG,Pipexus_Tab 1.05mg M/R,Pipexus,Tab,1.05mg M/R,Pramipexole,1083.01,14,77.35785714285714,0409010W0AAAGAG,Pramipexole_Tab 1.05mg M/R,Pramipexole,Tab,1.05mg M/R,Pramipexole,1995.13,27,73.89370370370371,3.464153439153435
0601023AMAB,0601023AMBBABAB,Invokana_Tab 300mg,Invokana,Tab,300mg,Canagliflozin,655.95,14,46.853571428571435,0601023AMAAABAB,Canagliflozin_Tab 300mg,Canagliflozin,Tab,300mg,Canagliflozin,29898.32,723,41.35313969571231,5.500431732859127
0604011L0AK,0604011L0BEACAK,Nuvelle Continuous_Tab,Nuvelle Continuous,Tab,NA,Estradiol with Progestogen,259.65,14,18.54642857142857,0604011L0AAAKAK,Estradiol/Norethist Acet_Tab 2mg/1mg,Estradiol/Norethist Acet,Tab,2mg/1mg,Estradiol with Progestogen,465.21,25,18.6084,-0.06197142857142879
0703010F0AG,0703010F0BJABAG,Femodene ED_Tab,Femodene ED,Tab,NA,Combined Ethinylestradiol 30mcg,170.4,14,12.171428571428573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0704050ADAA,0704050ADBBAAAA,Invicorp_Inj 25mcg/2mg/0.35ml Amp,Invicorp,Inj,25mcg/2mg/0.35ml Amp,Phentolamine/Aviptadil,627,14,44.785714285714285,0704050ADAAAAAA,Phentolamine/Aviptadil_Inj2mg25mcg0.35ml,Phentolamine/Aviptadil,Inj2mg25mcg0.35ml,NA,Phentolamine/Aviptadil,152,4,38,6.785714285714285
0704050Z0AA,0704050Z0BBAAAA,Viagra_Tab 50mg,Viagra,Tab,50mg,Sildenafil (Erectile Dysfunction),404.13,14,28.86642857142857,0704050Z0AAAAAA,Sildenafil_Tab 50mg,Sildenafil,Tab,50mg,Sildenafil (Erectile Dysfunction),5527.12,5544,0.9969552669552669,27.869473304473303
0802010N0AB,0802010N0BBABAB,Myfortic_Tab 360mg G/R,Myfortic,Tab,360mg G/R,Mycophenolic Sod,2579.07,14,184.21928571428572,0802010N0AAABAB,Mycophenolic Sod_Tab 360mg G/R,Mycophenolic Sod,Tab,360mg G/R,Mycophenolic Sod,1308.89,10,130.889,53.33028571428571
0802020T0AA,0802020T0BBAAAA,Prograf_Cap 5mg,Prograf,Cap,5mg,Tacrolimus,5338.44,14,381.3171428571428,0802020T0AAAAAA,Tacrolimus_Cap 5mg,Tacrolimus,Cap,5mg,Tacrolimus,296.58,1,296.58,84.73714285714283
090401000A0,090401000BBRDA0,FruitiVits_Pdr Sach 6g,FruitiVits,Pdr,Sach 6g,Other Food For Special Diet Preps,1190,14,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
090401000A0,090401000BBVNA0,Neocate Spoon_Pdr Sach 37g,Neocate Spoon,Pdr,Sach 37g,Other Food For Special Diet Preps,1298,14,92.71428571428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
090401020AA,090401020BCAAAA,Loprofin_L/P Rice,Loprofin,L/P,Rice,Low Protein Grains/Flours,251.44,14,17.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
090401030AK,090401030BFAFAK,Glutafin Select_G/F Bread Mix,Glutafin Select,G/F,Bread Mix,Gluten Free Mixes,652.6800000000001,14,46.620000000000005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0904010H0AA,0904010H0BDAEAA,Juvela_G/F Fibre Loaf Brown (Ucut),Juvela,G/F,Fibre Loaf Brown (Ucut),Gluten Free Bread,474.35999999999996,14,33.88285714285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0904010H0AA,0904010H0BDAKAA,Juvela_G/F Fibre Loaf P/Bke,Juvela,G/F,Fibre Loaf P/Bke,Gluten Free Bread,205.2,14,14.657142857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0904010H0AA,0904010H0BJAVAA,Glutafin_G/F High Fibre Loaf (Cut),Glutafin,G/F,High Fibre Loaf (Cut),Gluten Free Bread,225.12,14,16.080000000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
090402000A0,090402000BBPEA0,Enshake_Pdr Sach 96.5g (Sbery),Enshake,Pdr,Sach 96.5g (Sbery),Enteral Nutrition,1017.82,14,72.70142857142858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
090402000A0,090402000BBZKA0,Optifibre_Pdr Sach 5g,Optifibre,Pdr,Sach 5g,Enteral Nutrition,231.12,14,16.50857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0905013G0DE,0905013G0BEAADE,Neomag_Tab Chble 97.2mg,Neomag,Tab,Chble 97.2mg,Magnesium Glycerophosphate,479.07,14,34.21928571428571,0905013G0AADEDE,Mag Glycerophos_Tab Chble 97.2mg S/F,Mag Glycerophos,Tab,Chble 97.2mg S/F,Magnesium Glycerophosphate,1609.96,32,50.31125,-16.09196428571429
091000000A0,091000000BBNAA0,Vega_ZM3 Multivit/Min V/Cap,Vega,ZM3,Multivit/Min V/Cap,Other Comp Vit/Mineral Formulation Preps,67.63,14,4.8307142857142855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
091000000A0,091000000BBWTA0,BioCare_Adult Multivit & Mineral Cap,BioCare,Adult,Multivit & Mineral Cap,Other Comp Vit/Mineral Formulation Preps,60.94,14,4.352857142857142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1001010C0AW,1001010C0BMABAW,Diclomax SR_Cap 75mg,Diclomax SR,Cap,75mg,Diclofenac Sodium,105.45,14,7.5321428571428575,1001010C0AAAWAW,Diclofenac Sod_Cap 75mg M/R,Diclofenac Sod,Cap,75mg M/R,Diclofenac Sodium,1680.51,164,10.24701219512195,-2.714869337979093
1002010Q0AB,1002010Q0BBAAAB,Mestinon_Tab 60mg,Mestinon,Tab,60mg,Pyridostigmine Bromide,774.69,14,55.335,1002010Q0AAABAB,Pyridostig Brom_Tab 60mg,Pyridostig Brom,Tab,60mg,Pyridostigmine Bromide,11057.64,234,47.25487179487179,8.080128205128212
1203010E0AA,1203010E0BBACAA,Difflam_Sore Throat Rinse 0.15%,Difflam,Sore,Throat Rinse 0.15%,Benzydamine Hydrochloride,106.72,14,7.622857142857143,1203010E0AAAAAA,Benzydamine HCl_Mthwsh 0.15% S/F,Benzydamine HCl,Mthwsh,0.15% S/F,Benzydamine Hydrochloride,3320.36,447,7.4280984340044744,0.19475870885266833
1307000M0AX,1307000M0BLAAAX,Cuplex Verruca_Gel,Cuplex Verruca,Gel,NA,Salicylic Acid,51.839999999999996,14,3.7028571428571424,1307000M0AAAXAX,Salic Acid/Lactic Acid_Gel 11%/4%,Salic Acid/Lactic Acid,Gel,11%/4%,Salicylic Acid,175.68,48,3.66,0.04285714285714226
1310030C0AA,1310030C0BBAAAA,Zovirax_Crm 5%,Zovirax,Crm,5%,Aciclovir,92.81,14,6.6292857142857144,1310030C0AAAAAA,Aciclovir_Crm 5%,Aciclovir,Crm,5%,Aciclovir,1617.56,487,3.3214784394250514,3.307807274860663
190700000BA,190700000BBCLBA,Multi-thick_Pdr,Multi-thick,Pdr,NA,Other Base/Dil/SuspAgent/StabiliserPreps,313.95,14,22.425,190700000AABABA,Starch Maize Modified_Pdr G/F,Starch Maize Modified,Pdr,G/F,Other Base/Dil/SuspAgent/StabiliserPreps,823.28,34,24.214117647058824,-1.7891176470588235
190700000A0,190700000BBCVA0,Resource_ThickenUp Clr Pdr Sach 1.2g,Resource,ThickenUp,Clr Pdr Sach 1.2g,Other Base/Dil/SuspAgent/StabiliserPreps,410.74,14,29.33857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0102000N0AA,0102000N0BBABAA,Buscopan_Inj 20mg/ml 1ml Amp,Buscopan,Inj,20mg/ml 1ml Amp,Hyoscine Butylbromide,52.85,13,4.065384615384615,0102000N0AAAAAA,Hyoscine Butylbrom_Inj 20mg/ml 1ml Amp,Hyoscine Butylbrom,Inj,20mg/ml 1ml Amp,Hyoscine Butylbromide,1239.27,310,3.9976451612903223,0.06773945409429283
0105010B0AP,0105010B0BDAGAP,Salofalk_Gran Sach G/R 500mg M/R,Salofalk,Gran,Sach G/R 500mg M/R,Mesalazine (Systemic),459.83,13,35.371538461538464,0105010B0AAAPAP,Mesalazine_Gran Sach G/R 500mg M/R S/F,Mesalazine,Gran,Sach G/R 500mg M/R S/F,Mesalazine (Systemic),672.49,18,37.36055555555556,-1.9890170940170933
0105020A0AD,0105020A0BCABAD,Budenofalk_Foam Aero Enem 2mg (14 D),Budenofalk,Foam,Aero Enem 2mg (14 D),Budesonide,2512.84,13,193.29538461538462,0105020A0AAADAD,Budesonide_Foam Aero Enem 2mg (14 D),Budesonide,Foam,Aero Enem 2mg (14 D),Budesonide,2341.5099999999998,14,167.25071428571428,26.04467032967034
0206010I0AI,0206010I0BGADAI,Isoket Ret 20_Tab 20mg,Isoket Ret 20,Tab,20mg,Isosorbide Dinitrate,16.17,13,1.243846153846154,0206010I0AAAIAI,Isosorbide Dinit_Tab 20mg M/R,Isosorbide Dinit,Tab,20mg M/R,Isosorbide Dinitrate,199.82,89,2.2451685393258427,-1.0013223854796887
0206020F0AC,0206020F0BGABAC,Folpik XL_Tab 10mg M/R,Folpik XL,Tab,10mg M/R,Felodipine,100.94,13,7.764615384615384,0206020F0AAACAC,Felodipine_Tab 10mg M/R,Felodipine,Tab,10mg M/R,Felodipine,26947.86,3802,7.087811678064177,0.6768037065512074
0206040AEAA,0206040AEBBAAAA,Praxilene_Cap 100mg,Praxilene,Cap,100mg,Naftidrofuryl Oxalate,117.45,13,9.034615384615385,0206040AEAAAAAA,Naftidrofuryl Oxal_Cap 100mg,Naftidrofuryl Oxal,Cap,100mg,Naftidrofuryl Oxalate,2647.05,412,6.4248786407767,2.6097367438386856
0208010L0AH,0208010L0BBAHAH,Fragmin_Inj 25 000u/ml 0.6ml Pfs,Fragmin,Inj,25 000u/ml 0.6ml Pfs,Dalteparin Sodium,1642.79,13,126.36846153846153,0208010L0AAAHAH,Dalteparin Sod_Inj 25 000u/ml 0.6ml Pfs,Dalteparin Sod,Inj,25 000u/ml 0.6ml Pfs,Dalteparin Sodium,14014.52,94,149.09063829787235,-22.722176759410814
0212000P0AB,0212000P0BBABAB,Lipantil Micro 200_Cap 200mg,Lipantil Micro 200,Cap,200mg,Fenofibrate,203.29,13,15.637692307692307,0212000P0AAABAB,Fenofibrate_Cap 200mg (Micronised),Fenofibrate,Cap,200mg (Micronised),Fenofibrate,2541.74,719,3.5351043115438103,12.102587996148497
0301020I0AC,0301020I0BEABAC,Ipratrop_Steri-Neb Soln 500mcg/2ml Ud,Ipratrop,Steri-Neb,Soln 500mcg/2ml Ud,Ipratropium Bromide,738.73,13,56.825384615384614,0301020I0AAACAC,Ipratrop Brom_Inh Soln 500mcg/2ml Ud,Ipratrop Brom,Inh,Soln 500mcg/2ml Ud,Ipratropium Bromide,3080.85,296,10.408277027027026,46.41710758835759
0302000U0AA,0302000U0BBAAAA,Alvesco 80_Inh 80mcg (120 D) CFF,Alvesco 80,Inh,80mcg (120 D) CFF,Ciclesonide,623.77,13,47.98230769230769,0302000U0AAAAAA,Ciclesonide_Inh 80mcg (120 D) CFF,Ciclesonide,Inh,80mcg (120 D) CFF,Ciclesonide,1247.54,32,38.985625,8.996682692307694
0303010Q0AN,0303010Q0BBALAN,Intal_Inha 5mg (112 D) CFF,Intal,Inha,5mg (112 D) CFF,Sodium Cromoglicate,329.94,13,25.38,0303010Q0AAANAN,Sod Cromoglicate_Inha 5mg (112D) CFF,Sod Cromoglicate,Inha,5mg (112D) CFF,Sodium Cromoglicate,824.8499999999999,23,35.86304347826086,-10.483043478260864
0303020G0AA,0303020G0BBAAAA,Singulair_Tab Paed Chble 5mg,Singulair,Tab,Paed Chble 5mg,Montelukast,411.04,13,31.61846153846154,0303020G0AAAAAA,Montelukast_Tab Chble 5mg S/F,Montelukast,Tab,Chble 5mg S/F,Montelukast,1819.61,1226,1.4841843393148448,30.134277199146695
0402010ABBA,0402010ABBCAEBA,Sondate XL_Tab 150mg,Sondate XL,Tab,150mg,Quetiapine,179.78,13,13.829230769230769,0402010ABAABABA,Quetiapine_Tab 150mg M/R,Quetiapine,Tab,150mg M/R,Quetiapine,3998.2799999999997,91,43.93714285714285,-30.107912087912084
0402010T0AA,0402010T0BBAAAA,Clopixol_Tab 2mg,Clopixol,Tab,2mg,Zuclopenthixol Hydrochloride,43.96,13,3.3815384615384616,0402010T0AAAAAA,Zuclopenth HCl_Tab 2mg,Zuclopenth HCl,Tab,2mg,Zuclopenthixol Hydrochloride,229.22,63,3.6384126984126985,-0.25687423687423694
0402020AAAA,0402020AABBAAAA,Risperdal Consta_Inj Pdr 25mg Vl + Dil,Risperdal Consta,Inj,Pdr 25mg Vl + Dil,Risperidone,1673.49,13,128.73,0402020AAAAAAAA,Risperidone_Inj Pdr 25mg Vl + Dil,Risperidone,Inj,Pdr 25mg Vl + Dil,Risperidone,876.5899999999999,5,175.31799999999998,-46.587999999999994
0403040W0AJ,0403040W0BZABAJ,Venladex XL_Tab 75mg,Venladex XL,Tab,75mg,Venlafaxine,67.2,13,5.1692307692307695,0403040W0AAAJAJ,Venlafaxine_Tab 75mg M/R,Venlafaxine,Tab,75mg M/R,Venlafaxine,3666.68,1308,2.8032721712538224,2.365958597976947
0404000M0AM,0404000M0BJAAAM,Delmosart_Tab 18mg M/R,Delmosart,Tab,18mg M/R,Methylphenidate Hydrochloride,219.3,13,16.86923076923077,0404000M0AAAMAM,Methylphenidate HCl_Tab 18mg M/R,Methylphenidate HCl,Tab,18mg M/R,Methylphenidate Hydrochloride,980.41,27,36.31148148148148,-19.442250712250708
0404000M0AR,0404000M0BKADAR,Xaggitin XL_Tab 54mg,Xaggitin XL,Tab,54mg,Methylphenidate Hydrochloride,478.4,13,36.8,0404000M0AAARAR,Methylphenidate HCl_Tab 54mg M/R,Methylphenidate HCl,Tab,54mg M/R,Methylphenidate Hydrochloride,471.06,16,29.44125,7.358749999999997
0407020ADAB,0407020ADBBABAB,OxyNorm_Liq Conc 10mg/1ml S/F,OxyNorm,Liq,Conc 10mg/1ml S/F,Oxycodone Hydrochloride,948.1400000000001,13,72.93384615384616,0407020ADAAABAB,Oxycodone HCl_Oral Soln 10mg/1ml S/F,Oxycodone HCl,Oral,Soln 10mg/1ml S/F,Oxycodone Hydrochloride,2521.91,27,93.40407407407407,-20.470227920227913
0407020ADAI,0407020ADBCADAI,OxyContin_Tab 80mg M/R,OxyContin,Tab,80mg M/R,Oxycodone Hydrochloride,3106.06,13,238.9276923076923,0407020ADAAAIAI,Oxycodone HCl_Tab 80mg M/R,Oxycodone HCl,Tab,80mg M/R,Oxycodone Hydrochloride,2748.23,17,161.6605882352941,77.26710407239818
